INV
新乡市经济技术开发区管理委员会
鱼台县国有资产监督管理局
新疆财政厅劳动服务公司
水吼财政所
新乡市红旗区制造业基地管委会
周口市国资委
襄阳市襄州区国有资产监督管理局
武冈市国有资产管理办公室
柳州市人民政府国有资产监督管理委员会
大竹县国有资产监督管理办公室
阆中市国有资产管理中心
武胜县财政局
绵阳市涪城区圣水寺管理委员会
奎屯市财政局
辉县市产业集聚区管理委员会办公室
新疆维吾尔自治区和田地区国有资产监督管理委员会
金昌市金川区财政局
锦州市人民政府国有资产监督管理委员会
富裕县国有资产管理中心
尼勒克县国有资产管理中心
芜湖市国有资产监督管理委员会
江华瑶族自治县国有资产产权交易中心
霍城县国有资产监督管理中心
重庆市万盛经济技术开发区国有资产管理局
永靖县国有资产管理办公室
卢龙县国有资产经营管理中心
抚远县国有资产管理委员会办公室
贵池市国有资产管理局
唐河县财政局
五常市财政局
岫岩满族自治县国有资产管理局
锦州市古塔区国有资产管理中心
伊犁州国有资产投资营运有限公司
永丰县沿陂镇财政所
地区国资委
海城市财政局（海城市国有资产监督管理局）
远襄镇乡镇企业管理委员会
漯河双龙开发区管委会招商局
成都市金牛区国有资产监督管理和金融工作局
眉山市彭山区国有资产和金融工作局
济源市玉川产业集聚区管理委员会
绥阳县国有资产监督管理委员会
海西州政府国有资产监督管理委员会
哈尔滨市香坊区财政局
枣庄市台儿庄区国有资产事务中心
临邑县国有资产监督管理局
临海市国有资产管理指导中心
平顶山市卫东区国有资产事务服务中心
海城市财政局（海城市国有资产监督管理局、海城市金融发展局）
天门市国有资产监督管理委员会办公室
永清县财政局
安吉县财政局
佳木斯市国有资产监督管理办公室
白山市人民政府国有资产监督管理委员会
瓜州县财政局
白银市白银区财政局
南召县财政局
丰都县国有资产事务中心
华安县财政局
彭泽县国有资产监督管理局
宜黄县财政局
齐齐哈尔市国有资产监督管理委员会
方城县国有资产服务中心
射洪市国有资产监督管理局
宜阳县国有资产管理办公室
山东平原经济开发区管理委员会
平阳县人民政府国有资产监督管理办公室
龙门县财政局
泰安市岱岳区良庄镇财政管理中心
疏附县国有资产监督管理委员会
楚雄高新技术产业开发区财政局
唐河县国有资产服务中心
通榆县国有资产管理服务中心
突泉县财政局
陈巴尔虎旗财政局
唐山市曹妃甸区国有资产管理局
白银高新技术产业开发区（白银国家自主创新示范区）管理委员会
江永县财政局
六盘水市国有资产监督管理委员会
东乌珠穆沁旗国有资产监督管理委员会
高唐县人民政府国有资产监督管理局
南涧彝族自治县财政局
新疆维吾尔自治区人民政府国有资产监督管理委员会
汪清县财政局
汾西县工业和信息化局（汾西县政府国有资产监督管理局、汾西县商务局、汾西县民营经济发展促进局）
霍林郭勒市国有资产监督管理委员会
龙山县省级农业科技园区管理委员会
温州市瓯海区人民政府国有资产监督管理办公室
淮安市淮阴区人民政府国有资产监督管理办公室
梁财政
德州市陵城区政府国有资产监督管理局
岳阳经济技术开发区财政局
禄丰市人民政府国有资产监督管理委员会
迁安市国有资产管理中心
商洛市商州区人民政府国有资产监督管理委员会
长治市人民政府国有资产监督管理委员会
威海市财政局
株洲市渌口区财政局
宿迁市宿城区财政局
株洲市渌口区财政局
昆明市财政局
济宁北湖省级旅游度假区财政金融局
乐陵市财政局（乐陵市政府国有资产监督管理局）
诸城市国有资产监督管理局
张家港市国有资产管理中心
诸城市国有资产监督管理局
淄博市临淄区财政局（淄博市临淄区人民政府国有资产监督管理局）
张家口经济技术开发区国资金融局
昌邑市国有资产监督管理局
郑州市财政局
新疆生产建设兵团第六师105团财政所
盐津县财政局
曹县梁堤头镇财政和资产服务中心
襄阳市襄州区财政局（襄阳市襄州区人民政府国有资产监督管理局）
邯郸市永年区财政局
沅陵县国有资产服务中心
延吉市国有资产监督管理委员会
汉中市南郑区国有资产管理局
高县国有资产监督管理和金融工作局
天津市津南区人民政府国有资产监督管理委员会
肥城高新技术产业园区管理委员会
楚雄市人民政府国有资产监督管理委员会
泰州市姜堰区人民政府国有资产监督管理办公室
南宁青秀山风景名胜旅游区管理委员会
西华县国有资产服务中心
泗县当涂现代产业园管理委员会
郓城县国有资产监督管理局
建水县盘江乡财政所
天津市北辰区人民政府国有资产监督管理委员会
温县财政局预算评审中心
阜宁县现代服务业园区管理委员会（阜宁县阜宁港物流集聚园区管理委员会）
济宁北湖省级旅游度假区财政金融局
长春市人民政府国有资产监督管理委员会
新疆生产建设兵团第五师九十一团财政所
龙岩市永定区国资金融服务中心
洛阳市孟津区国有资产发展中心
孝昌县观音湖生态文化旅游度假区管理委员会陈井村村民委员会
阳泉高新技术产业开发区管理委员会
安康瀛湖生态旅游区管理委员会
宁蒗彝族自治县国有资产监督管理局
蓬溪县国有资产监督管理局
织金县国有资产管理办公室
哈密市伊州区国有资产监督管理委员会
濮阳市城乡一体化示范区开州街道办事处西湖社区管理委员会
泸州市龙马潭区财政局
鸡泽县国有资产管理局
密山市财政局
渭南市临渭区国有资产中心
贵阳市南明区财政局
宁波市镇海区国有资产管理服务中心
武汉市黄陂区人民政府国有资产监督管理局
兰州新区财政局
普定县财政局猫洞苗族仡佬族乡分局
凤冈县国有资产事务中心
兰陵县财政局
芮城县政府国有资产监督管理局
沿河土家族自治县财政局
宝鸡市金台区财政局
叙永县国有资产和金融工作局
福建省财政厅
沧州高新技术产业开发区管理委员会
天水市麦积区财政局
文水县人民政府国有资产监督管理局
醴陵市财政局
南通市海门区政府国有资产监督管理办公室
河池市金城江区国有资产中心
重庆市涪陵区国有资产监督管理委员会
湘西土家族苗族自治州财政局
来宾市人民政府国有资产监督管理委员会
江门市新会区国有资产管理办公室
祁阳高新技术产业开发区管理委员会
兴安县行政事业单位国有资产管理中心
市政府国有资产监督管理委员会
辉南县财政局
芜湖经济技术开发区管委会
凤台县国有资产管理委员会
巩义市财政局
东方市国有资产管理办公室
平昌县佛头山森林公园管理委员会
县财政局
丹凤县财政局
轮台县国有资产监督管理委员会
开封市国有资产管理局
西平县国有资产管理中心
获嘉县工业园区管理委员会
远安县人民政府国有资产监督管理局
祁东县国资局
岳池县财政局
理县国有资产经营公司
托克逊县国有资产监督管理委员会
景县财政局
县工业国有资产管理公司
阿坝藏族羌族自治州政府国有资产监督管理委员会
崇信县财政局
锦州市人民政府国有资产监督管理委员会
四平市铁东区财政局
武宁县国有资产监督管理局
凤冈县财政局
莆田市秀屿区财政局
沈阳市辽中区国有资产管理局
青县国有资产管理办公室
晋城市国资委
开原财政资产经营公司
无锡市南长区机关退休职工管理委员会
新沂市财政局
奉化市国有资产管理局
湖州市财政局
温岭市财政局
新密市供销社社务管理委员会
桂平市国有资产管理局
忠县财政局
内江市财政局
云南省民办科技管理委员会
府谷县财政局
成县财政局
庆阳市人民政府国有资产监督管理委员会
漳县财政局
石河子市财政局
农十二师国有资产管理委员会
鸡西市国有资产管理委员会办公室
蒙城县财政局
梅县国有资产管理局
江门市财政局
合肥市国有资产经营公司
盘山县国有资产管理委员会办公室
秀屿区财政局
济南市长清区财政局
新疆生产建设兵团第五师国有资产监督管理委员会
清徐县国有资产管理中心
新疆生产建设兵团第八师国有资产监督管理委员会
寻甸回族彝族自治县财政局
莒县国有资产监督管理局
濮阳市国有资产监督管理委员会
张家港双山香山旅游度假区管理委员会
海南州国有资产监督管理委员会
吉林省财政厅
董财政
肃南裕固族自治县财政局
国有资产管理局
温宿县财政局
绥棱县国有资产管理局
荣成市国有资产监督管理局
泰州市姜堰区人民政府国有资产监督管理办公室
罗定市国有资产管理中心
上海市国有资产监督管理委员会
贵州万山经济开发区管理委员会
同心县财政局
玉屏侗族自治县财政局
泉州经济技术开发区管理委员会国有资产监督管理局
仁寿县国有资产监督管理局
贵州铜仁高新技术产业开发区财政局
中方县国有资产事务中心
武川县政府国有资产监督管理委员会
秦皇岛市山海关区财政局
若羌县国有资产监督管理委员会
许昌市建安区财政局
广州经济技术开发区管理委员会
辉县市国有资产服务中心
咸阳市国有资产监督管理委员会
福建省财政厅
湖南省财政厅
桐梓县财政局
威海市文登区国有资产服务中心
河北抚宁经济开发区管理委员会
酉阳土家族苗族自治县财政局
陵水黎族自治县财政局
乐东黎族自治县国有资产监督管理委员会
六盘水市钟山区财政局
永安市财政局
黎川县财政局
朝阳市龙城区国有资产监督管理局
青州市国有资产监督管理局
威海环翠省级旅游度假区管理委员会
沐川县财政局
吐鲁番市国有资产监督管理委员会
鞍山市立山区人民政府国有资产监督管理局
上海市国有资产监督管理委员会
通许县财政局
漯河市人民政府国有资产管理委员会
息县财政局
织金县国有资产管理办公室
凌源市国有资产管理办公室
威海市人民政府国有资产监督管理委员会
玉门市国有资产事务中心
仙游县财政局
凤冈县国有资产事务中心
宁阳县国有资产运营中心
上饶市广信区国有资产监督管理办公室
望都县财政局
东光县财政局
威宁自治县财政局
宁海县国有资产管理中心
甘肃省财政厅
习水县财政局
海南省国有资产监督管理委员会
洮南市财政局
金沙县国有资产管理服务中心
平江县国有资产事务中心
青岛市黄岛区国有资产发展中心
南陵县人民政府国有资产监督管理委员会
陕西省西咸新区沣西新城管理委员会
庆阳市西峰区国有资产监督管理局
国务院国有资产监督管理委员会建材机关服务中心
津南经济开发区（双港）管理委员会
灵寿县财政集中支付中心
抚宁县国有资产管理局
宽甸满族自治县财政培训中心
阜新市新邱区财政局
建平县城乡建设国有资产经营办公室
中国科学院上海天文台退休职工管理委员会
上海虹口区提篮桥街道国有资产监管办公室
上海第五化学纤维厂退休工人管理委员会
镇政府财政所
城郊乡财政拨
江苏省通州经济开发区管理委员会
林梓镇财政所
乘航乡财政所
张桥镇财政所
弁南集体资产管理委员会
桐乡市财政局
城关镇镇有资产管委会
金华市新狮乡集体资产管理委员会
岱山县国有资产管理委员会
缙云县国资局
市国资局
武汉市蔡甸区永安镇企业管理委员会
鄂州市华容镇企业管理委员会
中国银行监督管理委员会
甘南州国有资产监督管理委员会
四川省财政厅
四川省财政厅
绥棱县国有资产管理局
山阳县财政局
国资局
广德市人民政府国有资产监督管理委员会
澧县国有资产经营管理中心
日喀则市财政局
贵州省人民政府国有资产监督管理委员会
榕江县财政局
安徽省财政厅
天津市和平区人民政府国有资产监督管理委员会
阳曲县财政局
遵义市汇川区财政局
都昌县国有资产服务中心
浙江温州海洋经济发展示范区管理委员会
顺昌县财政局
无锡市人民政府国有资产监督管理委员会
凤冈县国资金融监管服务中心
西藏昌都市财政局
桐梓县财政局
丹棱县国有资产监督管理局
宁波市北仑区国有资产管理中心（宁波经济技术开发区国有资产管理中心）
桐梓县财政局
天门市财政局
开原市财政局（开原市国有资产监督管理局）
扬中市城乡国有资产经营管理中心
遂宁市船山区政府国有资产监督管理局
荣县财政局
太原市小店区财政局
独山县国有资产和金融业发展服务中心（独山县债务化解中心）
吉林市国资局
歙县国资委员会
晋江市财政局
邢台市高新技术产业开发区管委会
白城市财政投资管理局
集体股（由深圳市东涌木棉树股份合作公司集体资产管理委员会持有）
怀化市鹤城区国有资产管局
额济纳旗国有资产运营管理中心
德州市人民政府国有资产监督管理委员会
昌乐县国有资产运营中心
温江县通平乡镇企业管理委员会
策勒县财政局
荣成市国有资产监督管理局
和顺县国有资产经营有限公司
那曲国资委
南丰县财政局
上虞市东关供销商业管理委员会
张家口市下花园区国有资产监督管理局
广东五华县经济开发区管理委员会
台前县夹河乡镇企业管理委员会
陕西丹凤县国资局
黄梅县人民政府国有资产监督管理局
大庆市国有资产监督管理领导小组办公室
无锡市南长区财政退休职工管理委员会
博乐市财政局
都匀市国有资产管理中心
滦州市国有资产管理委员会
弥勒县竹园镇乡镇企业管理委员会
江口县财政局国资股
靖远县国有资产管理局
玉屏侗族自治县财政局平溪分局
武义县白洋街道上邵村经济管理委员会
宿迁市湖滨新区管理委员会
集体股（南水村集体资产管理委员会）
集体股（岗厦村集体资产管理委员会）
枣庄市行政事业国有资产运营中心
常福新城经济发展区管委会
徐州市鼓楼区退休职工管理委员会
安顺地区财政局
临沧县财政局
虞城县郑集乡乡镇企业管理委员会
株洲经济开发区管理委员会
市财政证券公司
乐清市财政局
兰溪市人民政府国有资产监督管理办公室
资兴市财政局
修文县财政局
肥东县人民政府国有资产监督管理委员会
通海县纳古镇财政所
肇东市乐安新区管理委员会
杭州市萧山区财政局（杭州市萧山区人民政府国有资产监督管理办公室）
沂源县南麻街道财政所
化隆县（财政局）国有资产管理局
新疆生产建设兵团第二师三十团财政所
宜春市宜阳新区管理委员会
吉林市人民政府国有资产监督管理委员会
柯坪县财政局
泗阳县人民政府国有资产监督管理办公室
山东德州运河经济开发区管理委员会经济发展局
南通市海门区政府国有资产监督管理办公室
安阳市国资委
临武县财政局
宝鸡市渭滨区国有资产管理中心
伊春市国有资产监督管理局
襄垣经济技术开发区管理委员会
轮台县国有资产监督管理委员会
江苏省溧阳高新技术产业开发区国有资产管理中心
四川天府新区财政金融局
天门市国有资产监督管理委员会办公室
松滋市国有资产运营服务中心
汉寿县国有资产经营管理中心
贵州铜仁高新技术产业开发区财政局
隆回县财政局
盘山县国有资产事务管理中心
威海市文登区国有资产服务中心
肇东市国有资产监督管理办公室
荔波县国有资产和金融业发展服务中心
通河县财政局
乌鲁木齐市国有资产监督管理委员会
惠水县国有资产监测中心
镇平县国有资产服务中心
天津市财政局财政投资业务中心
石家庄市裕华区财政局
丰镇市国有资产监督管理委员会
大庆市大同区财政综合服务中心
南宁市国有资产监督管理委员会
东莞市人民政府国有资产监督管理委员会
献县财政局
本溪南芬经济开发区管理委员会
华容县国有资产管理中心
涡阳县国有资产监督管理委员会
江苏南通苏锡通科技产业园区管理委员会（江苏南通苏锡通科技产业园区国有资产监督管理办公室履行出资人职责）
黄石市黄石港区人民政府国有资产监督管理局
阆中市国资国企服务中心
景德镇市国有资产监督管理委员会
涡阳县政府国有资产监督管理委员会
博湖县国有资产监督管理委员会
黔西南高新技术产业开发区财政局
克孜勒苏柯尔克孜自治州人民政府国有资产监督管理委员会
新华集贸中心管委会
黔西南高新技术产业开发区财政局
惠州大亚湾经济技术开发区管理委员会财政国资金融局
盐城市阜宁高新技术产业开发区管理委员会
云岩区国有资产管理服务中心
临朐县国有资产监督管理局
唐山市丰润区国有资产管理委员会
寿县人民政府国有资产监督管理委员会
丰县政府国有资产监督管理办公室
蕲春县国有资产运营中心
太原市人民政府国有资产监督管理委员会
汝阳县国有资产服务中心
韶关高新技术产业开发区管理委员会
桃源县国有资产与城市建设投资经营管理局
莒县国有资产监督管理局
四平市财政局
宁波市鄞州区国有资产管理委员会
金沙县国有资产管理服务中心
日照市人民政府国有资产监督管理委员会
大田县国有资产营运中心
铜仁市万山区财政局
甘肃省财政厅
正安县财政局
国有股（政府授权财政局持股）
侯马市国有资产管理中心
大安市国有资产营运公司
河北省国有资产管理局
抚宁县南戴河开发区管委会
沧州市运河区前辛庄小区管理委员会
大连瀛浒经济区管理委员会
县财政局
沿江开发区财政局
辽阳经济开发区管理委员会
昌图县财政局
上海市黄浦区市政管理委员会
上海市色织二厂退修职工管理委员会
上海市煤气公司表具厂退休职工管理委员会
区纺织品公司退休职工管理委员会
上海市家用纺织口进出口公司退休职工管理委员会
上海川沙化工厂退休职工管理委员会
南汇康桥工业园区管理委员会
宜兴市西渚镇财政所
便仓乡教育管理委员会
扬州市财政局培训中心
苍南县财政
上虞市百官镇狮子村经济联合社管理委员会
莱阳市国有资产管理局
焦作市国资办（财政局）
武穴市南泉企业管理委员会
沙洋县经济局国有资产经营公司
县财政局
云阳开发区管委会
邢台市桥东经济建设开发区管理委员会
桂林新技术产业开发区管委会
融水县财政局
海南省口岸管理委员会
海口市新华区财政局
锦江区财政局信用资金
成都市新都卫星城工业区管理委员会
成华财政
隆兴乡乡镇企业管理委员会
彭县三邑乡人民公社管理委员会
玉溪市州城镇企业管理委员会
汉中市老君乡经济管理委员会
靖远县石门乡经济管理委员会
定西县国资局
甘肃财政厅财科所
金三角经济开发管理委员会
沽源县财政局
抚顺沈抚新城国有资产管理局
成都市国有资产管理局
海兴县财政局
青冈县商务局（主管部门）、出资人（青冈县财政局）
临潼县零口镇企业管理委员会
库尔勒国有资产监督管理委员会
齐齐哈尔市国有资产管理局
湛江市赤坎区财政局
湛江经济技术开发区管理委员会经济综合部
吉林市国有资产管理局
砀山县财政局盖章证明
市公有资产管理委员会
长春净月高新技术产业开发区国有资产监督管理委员会
国有资产（黄山粮库粮油经营部）
国有资产管理部门
永安市小陶镇企业管理委员会
蓟县国有资产监督管理委员会
射阳县陈洋镇财政所
平和县小溪镇经济联合管理委员会
江苏省东海经济开发区管理委员会
响水县邮电局集体农话管委会
乌兰浩特市国有资产管理局
铜川新材料产业园区管理委员会
新疆生产建设兵团第七师国有资产监督管理委员会
河北隆尧经济开发区管理委员会
铜川市耀州区国有资产管理局
银川市兴庆区财政局
连城县国有资产管理中心
大同县财政局
枣庄市市中区国有资产监督管理局
大城县财政局
观山湖区百花湖镇财政所
来宾市人民政府国有资产监督管理委员会
仲巴县财政局
道里区财政局
西藏林芝地区行政公署国有资产监督管理委员会
集宁现代物流园区管理委员会
交城县财政局
郑州国有资产局
江门市新会区国有资产管理办公室
元江县财政局
市财政局
财政拔款
宏路镇财政所
陇川县财政局
长白朝鲜族自治县财政局
浙江省淳安经济开发区管理委员会
集体股（渔农村集体资产管理委员会）
山西省环保产业协会电池管理委员会
莱西市国有资产管理局
眉山经济开发区管理委员会项目服务中心
玉屏侗族自治县财政局田坪分局
无锡市南长区劳动退休干部管理委员会分会
郑州市黄河风景名胜区管理委员会
云阳县国有资产管理局
杭州市拱墅区大关苑居民区管理委员会
张家港市杨舍镇集体资产管理委员会
乐山市国有资产管理局
嘉定区工业区管理委员会
云台山国家森林公园管委会
云台山国家森林公园管委会
常州市金坛区公有资产管理委员会办公室
代办:黄花岗科技园管委会
楚雄州国有资产监督管理委员会
茫崖行政委员会财政局
洛阳市洛龙区财政局
眉山市国有资产监督管理委员会
西藏自治区人民政府国有资产监督管理委员会
临沂市兰山区国有资产管理服务中心
仙桃市人民政府国有资产监督管理委员会
桂林市秀峰区财政局
重庆市万盛区财政局
毕节市国有资产监督管理委员会
朝阳市龙城区国有资产监督管理局
苏州市人民政府国有资产监督管理委员会
诸城市国有资产监督管理局
怀宁县财政局
蒙城县财政局
凯里市财政局
邢台经济开发区财政局
衡阳市国有资产管理事务中心
思南县人民政府办公室（思南县国有资产监督管理局）
衡阳市国有资产管理事务中心
湖南汨罗高新技术产业开发区管理委员会
杭锦后旗国有资产监督管理委员会
济南新旧动能转换起步区管理委员会崔寨街道东孙村民委员会
济南新旧动能转换起步区管理委员会崔寨街道史家村民委员会
余庆县国资金融监管服务中心
安顺市国有资产监督管理局
南昌市东湖区国有资产服务中心
安丘市国有资产监督管理局
安顺市西秀区财政局
贞丰县国有资产综合服务中心
武汉市新洲区人民政府国有资产监督管理局
安徽六安金安经济开发区管理委员会国有资产管理委员会
江陵县财政局 （江陵县人民政府国有资产监督管理局）
贵州大龙经济开发区财政局
阜宁县人民政府国有资产监督管理办公室
泸西县国有资产监督管理局
平果市国有资产管理中心
贵州贵安新区管理委员会（贵州贵安新区财政金融工作局履行出资人职责）
祁县国有资产服务中心
霍山县财政局
石阡县财政局
南安市国有资产管理委员会
遵义市国有资产监督管理委员会
正安县财政局
古蔺县国有资产和金融工作局
江阴市人民政府国有资产监督管理办公室
苍溪县国有资产事务中心
南京市玄武区人民政府（南京市玄武区财政局代为履行出资人职责）
凤冈县国有资产事务中心
郑州市二七区建中街街道办事处小李庄社区居民管理委员会
石门县国有资产经营管理中心
方城县国有资产服务中心
普定县财政局
桐梓县财政局
新乡高新技术产业开发区管理委员会
弥勒市人民政府国有资产监督管理局
绥中县人民政府国有资产监督管理局
伊宁市国有资产监督管理局
泾县财政局
安徽池州高新技术产业开发区管理委员会
关岭布依族苗族自治县财政局
贵州铜仁高新技术产业开发区财政局
桐梓县财政局
博兴县国有资产中心
衡南县财政局
滦州市财政局
庐江县财政局
张家界市永定区国有资产监督管理局
方正县财政局
新野县财政局王集财政所
孙吴县财政局（孙吴县国有资产监督管理办公室）
逊克县国有资产监督管理办公室
荔波县国有资产和金融业发展服务中心
孙吴县财政局（孙吴县国有资产监督管理办公室）
库伦旗财政局（库伦旗国有资产监督管理委员会）
鸡西市国有资产监督管理局
遵义市国有资产监督管理委员会
兰州高新技术产业开发区管理委员会
铅山县国有资产监督管理办公室
大庆市财政局
凤台县人民政府国有资产监督管理委员会
保山市人民政府工贸园区管理委员会财政分局
常德市人民政府国有资产监督管理委员会
靖江市人民政府国有资产监督管理办公室
吉安县国有资产管理委员会
将乐县财政局
开发区财政局
上海市奉贤区国有资产监督管理委员会
石门县国有资产经营管理中心
潞城市人民政府国有资产监督管理局
国有资产管理局
丰县财政局财会培训中心
嘉兴市国有资产管理局
国有资产管理局
怀远县国有资产管理局
国资局粮食局
武汉市江汉区商业管理委员会
江夏区国有资产经营公司
武汉市江汉区商业管理委员会
桂平市国有资产管理局
成都市青白江区城乡建设管理委员会
陕西省国有资产管理局
府谷县财政局
和田市财政局
轮台县国有资产监督管理委员会
敖汉旗财政局
国有资产管理局
国有资产管理局
凌源市国有资产管理办公室
湛江市财政局
灵丘县财政局
长武县国有资产管理局
武宁县国有资产监督管理局
延吉市财政局
敦煌市国有资产运营中心
惠阳市国有资产经营有限公司
汉中市汉台区财政局
莆田市人民政府国有资产管理局
龙海县财政局
康保县财政局
武宁县国有资产监督管理局
乌海市财政局
锡盟乌拉盖管理区财政局
关岭布依族苗族自治县财政局
建平县国有资产监督管理局
关岭布依族苗族自治县财政局
南平市人民政府国有资产监督管理委员会
北海高新技术产业开发区管理委员会
双柏县财政局
北票市国有资产监督管理局
灵丘县财政局
市国资委
吉林省人民政府国有资产监督管理委员会
南阳市卧龙区财政局
林州市国有资产管理委员会
莒县国有资产监督管理局
皮山县财政局（皮山县国有资产监督管理委员会）
敦化市国有资产管理局
和龙市财政局
朝阳县国有资产监督管理局
重庆市国有资产监督管理委员会
十堰市国资委
临朐县国有资产服务中心
濮阳市财政贸易委员会
红河县人民政府国有资产监督管理局
东光县财政局
舞钢市财政局
广东省财政厅
云南省兰坪白族普米族自治县财政局
国有资产
遵义市播州区财政局
塔什库尔干塔吉克自治县国有资产监督管理局
威海市文登区国有资产服务中心
新疆维吾尔自治区财政厅
金沙县国有资产管理服务中心
龙胜各族自治县财政局
葫芦岛市人民政府国有资产监督管理委员会
凤冈县国有资产事务中心
石家庄市人民政府国有资产监督管理委员会
阿巴嘎旗财政局
凯里市财政局
凤冈县国有资产事务中心
西充县国有资产管理中心
崇信县国有资产综合事务中心
天津市滨海新区人民政府国有资产监督管理委员会
和县西埠镇财政所
太白县财政局
佳木斯职教集团管理委员会
汉寿县岩汪湖镇财政所
厦门市集美区财政局
南市食品街管委会
无极县国有资产资管理局
邢台市国有资产管理委员会
